passportArea,weight,firstName,middleName,lastName,currentTeamId,birthDate,height,role,birthArea,player_id,foot,shortName,currentNationalTeamId,player_name,matched_name,Player,Nation,Pos,Squad,Age,Born,90s,Cmp_Total_Passing,Att_Total_Passing,Cmp%_Total,TotDist,PrgDist,Cmp_Short_Passing,Att_Short_Passing,Cmp%_Short,Cmp_Medium_Passing,Att_Medium_Passing,Cmp%_Medium,Cmp_Long_Passing,Att_Long_Passing,Cmp%_Long,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Tkl_Tackles,Tkl,TklW_Defense,Def 3rd,Mid 3rd,Att 3rd,Tkl_Challenges,Att_Defense,Tkl%,Lost_Defense,Blocks_Defense,Sh,Pass,Int_Defense,Tkl+Int,Clr,Att_PassingTypes,Live,Dead,FK,TB,Sw,Crs_PassingTypes,TI,CK,In,Out,Str,Cmp_PassingTypes,Off_PassingTypes,Blocks_PassingTypes,CrdY,CrdR,2CrdY,Fls,Fld,Off_Misc,Crs_Misc,Int_Misc,TklW_Misc,PKwon,PKcon,OG,Recov,Won,Lost_Misc,Won%
"{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",80,Declan,,Rice,1633,1999-01-14,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",379209,right,D. Rice,8280,Declan Rice,Declan Rice,Declan Rice,eng ENG,"DF,MF",West Ham,18.0,1999.0,15.9,457.0,588.0,77.7,8829.0,3396.0,171.0,191.0,89.5,220.0,254.0,86.6,57.0,119.0,47.9,0,0.1,0.1,-0.1,2.0,34.0,5.0,0.0,36.0,36.0,60.0,25.0,10.0,1.0,15.0,25.0,10.0,19.0,13.0,6.0,27.0,63.0,77.0,1.0,Matches,588.0,568.0,17.0,9.0,1.0,1.0,5.0,7.0,0.0,0.0,0.0,0.0,457.0,3.0,9.0,1,0,0.0,5,2.0,0.0,5.0,27.0,24.0,0.0,0.0,0.0,72.0,31.0,35.0,47.0
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",72,Axel,,Tuanzebe,1614,1997-11-14,185,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",397163,right,A. Tuanzebe,null,Axel Tuanzebe,Axel Tuanzebe,Axel Tuanzebe,cd COD,FW,Manchester Utd,19.0,1997.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",79,Timothy,,Fosu-Mensah,1616,1998-01-02,190,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Netherlands', 'id': 528, 'alpha3code': 'NLD', 'alpha2code': 'NL'}",397168,right,T. Fosu-Mensah,670,Timothy Fosu-Mensah,Timothy Fosu-Mensah,Timothy Fosu-Mensah,nl NED,DF,Crystal Palace,19.0,1998.0,17.7,536.0,746.0,71.8,9128.0,4060.0,254.0,294.0,86.4,220.0,290.0,75.9,47.0,132.0,35.6,0,0.3,0.4,-0.3,6.0,53.0,9.0,4.0,56.0,42.0,61.8,33.0,8.0,1.0,21.0,34.0,13.0,17.0,9.0,8.0,31.0,73.0,74.0,1.0,Matches,746.0,621.0,122.0,8.0,0.0,4.0,17.0,114.0,0.0,0.0,0.0,0.0,536.0,3.0,13.0,2,0,0.0,18,13.0,0.0,17.0,31.0,33.0,0.0,0.0,0.0,97.0,19.0,22.0,46.3
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",88,Scott,,McTominay,1611,1996-12-08,193,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",397174,right,S. McTominay,8664,Scott McTominay,Scott McTominay,Scott McTominay,sct SCO,MF,Manchester Utd,20.0,1996.0,7.0,302.0,347.0,87.0,4914.0,1409.0,140.0,152.0,92.1,122.0,129.0,94.6,23.0,36.0,63.9,0,0.0,0.2,0.0,2.0,37.0,4.0,0.0,48.0,11.0,38.5,4.0,5.0,2.0,5.0,13.0,8.0,3.0,0.0,3.0,13.0,24.0,9.0,0.0,Matches,347.0,345.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,302.0,0.0,6.0,2,0,0.0,7,16.0,0.0,4.0,13.0,9.0,0.0,0.0,0.0,44.0,11.0,10.0,52.4
"{'name': 'Zimbabwe', 'id': 716, 'alpha3code': 'ZWE', 'alpha2code': 'ZW'}",71,Reiss,,Nelson,2482,1999-12-10,176,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",397098,right,R. Nelson,2420,Reiss Nelson,Reiss Nelson,Reiss Nelson,eng ENG,"FW,MF",Arsenal,17.0,1999.0,1.6,73.0,81.0,90.1,963.0,219.0,45.0,46.0,97.8,24.0,26.0,92.3,2.0,3.0,66.7,0,0.0,0.1,0.0,1.0,2.0,4.0,0.0,8.0,4.0,,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,7.0,0.0,0.0,Matches,81.0,80.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,1.0,0.0,0,0,0.0,0,2.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,10.0,1.0,0.0,100.0
"{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",75,Lasse,,S\u00f8rensen,1639,1999-10-21,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Denmark', 'id': 208, 'alpha3code': 'DNK', 'alpha2code': 'DK'}",399564,right,L. S\u00f8rensen,7714,Lasse Sørensen,Lasse Sørensen,Lasse Sørensen,dk DEN,MF,Stoke City,17.0,1999.0,0.8,41.0,56.0,73.2,711.0,350.0,20.0,26.0,76.9,16.0,19.0,84.2,5.0,7.0,71.4,0,0.1,0.1,-0.1,2.0,6.0,0.0,0.0,2.0,2.0,20.0,2.0,0.0,0.0,1.0,5.0,4.0,2.0,0.0,2.0,0.0,2.0,3.0,0.0,Matches,56.0,54.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,3.0,0,0,0.0,2,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",75,Tyrese,,Campbell,1639,1999-12-28,183,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",399514,left,T. Campbell,null,Tyrese Campbell,Tyrese Campbell,Tyrese Campbell,eng ENG,FW,Stoke City,17.0,1999.0,0.9,10.0,20.0,50.0,129.0,47.0,6.0,12.0,50.0,4.0,6.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,4.0,2.0,100.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,Matches,20.0,19.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0,0,0.0,0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,4.0,33.3
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",64,Kyle,,Walker-Peters,1624,1997-04-13,174,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",402884,right,K. Walker-Peters,2420,Kyle Walker-Peters,Kyle Walker-Peters,Kyle Walker-Peters,eng ENG,DF,Tottenham,20.0,1997.0,2.1,101.0,131.0,77.1,1608.0,479.0,56.0,63.0,88.9,35.0,50.0,70.0,9.0,13.0,69.2,2,1.2,1.0,0.8,3.0,5.0,4.0,2.0,8.0,5.0,50.0,4.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,3.0,8.0,8.0,0.0,Matches,131.0,106.0,25.0,0.0,0.0,0.0,9.0,25.0,0.0,0.0,0.0,0.0,101.0,0.0,4.0,0,0,0.0,1,4.0,0.0,9.0,3.0,4.0,0.0,0.0,0.0,9.0,2.0,4.0,33.3
"{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}",80,Konstantinos,,Mavropanos,1609,1997-12-11,192,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'Greece', 'id': 300, 'alpha3code': 'GRC', 'alpha2code': 'GR'}",413002,right,K. Mavropanos,12684,Konstantinos Mavropanos,Konstantinos Mavropanos,Konstantinos Mavropanos,gr GRE,DF,Arsenal,19.0,1997.0,2.2,91.0,103.0,88.3,1645.0,602.0,36.0,38.0,94.7,45.0,48.0,93.8,8.0,12.0,66.7,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0,50.0,1.0,0.0,0.0,1.0,2.0,1.0,4.0,3.0,1.0,6.0,7.0,11.0,1.0,Matches,103.0,101.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,2.0,0,1,0.0,2,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,14.0,3.0,6.0,33.3
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",83,Jack,,Simpson,1659,1997-01-08,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",415747,right,J. Simpson,2420,Jack Simpson,Jack Simpson,Jack Simpson,eng ENG,DF,Bournemouth,20.0,1996.0,0.8,4.0,5.0,80.0,67.0,10.0,2.0,2.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,Matches,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",74,Josh,,Tymon,1639,1999-05-22,178,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",415748,left,J. Tymon,null,Josh Tymon,Josh Tymon,Josh Tymon,eng ENG,DF,Stoke City,18.0,1999.0,1.8,76.0,91.0,83.5,1265.0,377.0,41.0,44.0,93.2,25.0,32.0,78.1,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,5.0,66.7,4.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,6.0,3.0,0.0,Matches,91.0,85.0,6.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,76.0,0.0,1.0,0,0,0.0,0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,
"{'name': 'Bangladesh', 'id': 50, 'alpha3code': 'BGD', 'alpha2code': 'BD'}",64,Hamza,,Choudhury,39801,1997-10-01,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",419784,right,H. Choudhury,null,Hamza Choudhury,Hamza Choudhury,Hamza Choudhury,bd BAN,"MF,DF",Leicester City,19.0,1997.0,4.2,139.0,169.0,82.2,2428.0,830.0,65.0,72.0,90.3,53.0,60.0,88.3,16.0,27.0,59.3,1,0.4,0.0,0.6,1.0,21.0,0.0,0.0,16.0,9.0,20.0,6.0,3.0,0.0,2.0,10.0,8.0,12.0,1.0,11.0,8.0,17.0,4.0,0.0,Matches,169.0,162.0,6.0,0.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,139.0,1.0,2.0,1,0,0.0,5,5.0,0.0,1.0,8.0,5.0,0.0,0.0,0.0,22.0,0.0,1.0,0.0
"{'name': 'Wales', 'id': 0, 'alpha3code': 'XWA', 'alpha2code': ''}",78,Ethan,,Ampadu,1610,2000-09-14,182,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",423162,right,E. Ampadu,10682,Ethan Ampadu,Ethan Ampadu,Ethan Ampadu,wls WAL,DF,Chelsea,16.0,2000.0,0.1,19.0,19.0,100.0,391.0,149.0,5.0,5.0,100.0,13.0,13.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,Matches,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,33.3
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",73,Sam,,Field,1627,1998-05-08,185,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",434159,left,S. Field,2421,Sam Field,Sam Field,Sam Field,eng ENG,MF,West Brom,19.0,1998.0,6.0,128.0,177.0,72.3,2253.0,806.0,65.0,83.0,78.3,47.0,57.0,82.5,13.0,25.0,52.0,0,0.2,0.2,-0.2,4.0,13.0,8.0,1.0,32.0,14.0,30.0,8.0,4.0,2.0,3.0,10.0,7.0,6.0,1.0,5.0,11.0,25.0,8.0,0.0,Matches,177.0,169.0,6.0,3.0,0.0,3.0,8.0,1.0,2.0,1.0,1.0,0.0,128.0,2.0,3.0,3,0,0.0,11,7.0,0.0,8.0,11.0,11.0,0.0,0.0,0.0,28.0,8.0,7.0,53.3
"{'name': 'Germany', 'id': 276, 'alpha3code': 'DEU', 'alpha2code': 'DE'}",80,Abdelhamid,,Sabiri,1673,1996-11-28,183,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Morocco', 'id': 504, 'alpha3code': 'MAR', 'alpha2code': 'MA'}",442211,right,A. Sabiri,3155,Abdelhamid Sabiri,Abdelhamid Sabiri,Abdelhamid Sabiri,ma MAR,MF,Huddersfield,20.0,1996.0,2.4,66.0,100.0,66.0,907.0,230.0,40.0,58.0,69.0,17.0,25.0,68.0,4.0,9.0,44.4,1,0.1,0.1,0.9,3.0,9.0,2.0,0.0,13.0,5.0,14.3,2.0,0.0,3.0,1.0,7.0,6.0,4.0,0.0,4.0,1.0,6.0,2.0,0.0,Matches,100.0,95.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,66.0,1.0,1.0,1,0,0.0,4,4.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,8.0,14.0,12.0,53.8
"{'name': 'Northern Ireland', 'id': 0, 'alpha3code': 'XNI', 'alpha2code': ''}",70,Aiden,,O'Neill,8310,1998-07-04,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Australia', 'id': 36, 'alpha3code': 'AUS', 'alpha2code': 'AU'}",447043,right,A. O'Neill,33117,Aiden O'Neill,Aiden O'Neill,Aiden O'Neill,au AUS,MF,Burnley,19.0,1998.0,0.0,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,,,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",68,Phil,,Foden,1625,2000-05-28,175,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",447205,left,P. Foden,2420,Phil Foden,Phil Foden,Phil Foden,eng ENG,"MF,FW",Manchester City,17.0,2000.0,0.5,41.0,48.0,85.4,461.0,52.0,29.0,30.0,96.7,8.0,11.0,72.7,0.0,1.0,0.0,1,0.3,0.2,0.7,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,Matches,48.0,46.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,0.0,41.0,0.0,1.0,0,0,0.0,1,3.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",64,Rekeem,,Harper,1627,2000-03-08,188,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",447254,right,R. Harper,2417,Rekeem Harper,Rekeem Harper,Rekeem Harper,eng ENG,MF,West Brom,17.0,2000.0,0.2,4.0,5.0,80.0,82.0,30.0,1.0,1.0,100.0,2.0,3.0,66.7,1.0,1.0,100.0,0,0.1,0.0,-0.1,2.0,0.0,0.0,0.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",70,Beni,,Baningime,1623,1998-09-09,178,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",447379,right,B. Baningime,null,Beni Baningime,Beni Baningime,Beni Baningime,cd COD,MF,Everton,18.0,1998.0,2.2,67.0,82.0,81.7,1088.0,304.0,28.0,34.0,82.4,30.0,35.0,85.7,3.0,5.0,60.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,11.0,6.0,0.0,1.0,2.0,3.0,0.0,4.0,4.0,5.0,1.0,4.0,2.0,8.0,2.0,0.0,Matches,82.0,82.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,0.0,2.0,1,0,0.0,4,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,9.0,1.0,2.0,33.3
"{'name': 'Nigeria', 'id': 566, 'alpha3code': 'NGA', 'alpha2code': 'NG'}",71,Michael,,Obafemi,1619,2000-07-06,169,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Ireland Republic', 'id': 372, 'alpha3code': 'IRL', 'alpha2code': 'IE'}",447538,right,M. Obafemi,8274,Michael Obafemi,Michael Obafemi,Michael Obafemi,ie IRL,FW,Southampton,17.0,2000.0,0.1,1.0,1.0,100.0,8.0,0.0,1.0,1.0,100.0,0.0,0.0,,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",70,Julien,,Ngoy,6411,1997-11-02,185,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'Belgium', 'id': 56, 'alpha3code': 'BEL', 'alpha2code': 'BE'}",448038,right,J. Ngoy,5635,Julien Ngoy,Julien Ngoy,Julien Ngoy,be BEL,MF,Stoke City,19.0,1997.0,0.2,4.0,5.0,80.0,62.0,0.0,1.0,2.0,50.0,3.0,3.0,100.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0,0,0.0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",66,Harvey,,Barnes,1627,1997-12-09,174,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",448708,right,H. Barnes,null,Harvey Barnes,Harvey Barnes,Harvey Barnes,eng ENG,"MF,FW",Leicester City,19.0,1997.0,0.1,6.0,7.0,85.7,84.0,16.0,4.0,4.0,100.0,2.0,3.0,66.7,0.0,0.0,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7.0,6.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0,0,0.0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,100.0
"{'name': 'Ghana', 'id': 288, 'alpha3code': 'GHA', 'alpha2code': 'GH'}",79,Callum,,Hudson-Odoi,39798,2000-11-07,182,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",450826,right,C. Hudson-Odoi,2417,Callum Hudson-Odoi,Callum Hudson-Odoi,Callum Hudson-Odoi,eng ENG,"FW,DF",Chelsea,16.0,2000.0,0.3,12.0,18.0,66.7,222.0,30.0,5.0,6.0,83.3,5.0,7.0,71.4,1.0,3.0,33.3,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,18.0,18.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0,0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",72,Aaron,,Wan-Bissaka,1628,1997-11-26,183,"{'code2': 'DF', 'code3': 'DEF', 'name': 'Defender'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",486252,right,A. Wan-Bissaka,2421,Aaron Wan-Bissaka,Aaron Wan-Bissaka,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,19.0,1997.0,7.0,196.0,293.0,66.9,2676.0,1448.0,125.0,150.0,83.3,56.0,89.0,62.9,8.0,33.0,24.2,0,0.2,0.4,-0.2,3.0,12.0,4.0,3.0,23.0,30.0,78.9,20.0,7.0,3.0,15.0,19.0,4.0,18.0,7.0,11.0,15.0,45.0,45.0,0.0,Matches,293.0,222.0,71.0,1.0,0.0,0.0,20.0,70.0,0.0,0.0,0.0,0.0,196.0,0.0,12.0,1,0,0.0,2,3.0,0.0,20.0,15.0,19.0,0.0,0.0,0.0,38.0,9.0,10.0,47.4
"{'name': 'Congo DR', 'id': 180, 'alpha3code': 'COD', 'alpha2code': 'CD'}",71,Levi,,Lumeka,1690,1998-09-05,170,"{'code2': 'FW', 'code3': 'FWD', 'name': 'Forward'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",531655,right,L. Lumeka,null,Levi Lumeka,Levi Lumeka,Levi Lumeka,eng ENG,FW,Crystal Palace,18.0,1998.0,0.3,5.0,11.0,45.5,41.0,9.0,5.0,6.0,83.3,0.0,1.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,Matches,11.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0,0,0.0,0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
"{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",65,Ryan,,Kent,8509,1996-11-11,172,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'England', 'id': 0, 'alpha3code': 'XEN', 'alpha2code': ''}",343729,right,R. Kent,null,Ryan Kent,Ryan Kent,Ryan Kent,eng ENG,"FW,MF",Freiburg,20.0,1996.0,2.7,42.0,63.0,66.7,631.0,147.0,24.0,32.0,75.0,13.0,24.0,54.2,4.0,5.0,80.0,0,0.1,0.1,-0.1,1.0,8.0,0.0,0.0,6.0,4.0,40.0,2.0,1.0,1.0,2.0,5.0,3.0,6.0,0.0,6.0,1.0,5.0,1.0,0.0,Matches,63.0,63.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,4.0,1,0,0.0,3,3.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,10.0,1.0,12.0,7.7
"{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}",70,Aleksandar,,Katai,7848,1991-02-06,179,"{'code2': 'MD', 'code3': 'MID', 'name': 'Midfielder'}","{'name': 'Serbia', 'id': 688, 'alpha3code': 'SRB', 'alpha2code': 'RS'}",127719,right,A. Katai,null,Aleksandar Katai,Aleksandar Katai,Aleksandar Katai,rs SRB,"MF,DF",Alavés,26.0,1991.0,0.6,8.0,10.0,80.0,96.0,42.0,2.0,2.0,100.0,4.0,5.0,80.0,0.0,0.0,,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Matches,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0,0,0.0,2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
